TIC ID,Sector,class,confidence
384999905,35,Delta Scuti,0.97769725
215582288,40,Delta Scuti,0.97767168
58625248,54,Delta Scuti,0.97766268
243228551,42,Delta Scuti,0.97764581
97491785,49,Delta Scuti,0.97760868
294097368,36,Delta Scuti,0.977557
294097368,39,Delta Scuti,0.97748226
135428006,37,Delta Scuti,0.97746098
142082235,38,Delta Scuti,0.97740912
313437640,38,Delta Scuti,0.97736573
141974614,31,Delta Scuti,0.97733957
376977674,50,Delta Scuti,0.97726715
251180918,33,Delta Scuti,0.97726643
326425350,38,Delta Scuti,0.97716707
187452313,34,Delta Scuti,0.97713417
323710333,46,Delta Scuti,0.97713017
416760165,44,Delta Scuti,0.97711527
242558187,38,Delta Scuti,0.97706211
150785574,34,Delta Scuti,0.97705108
402415889,38,Delta Scuti,0.97704917
149769633,34,Delta Scuti,0.97702217
323710333,45,Delta Scuti,0.97701776
21967369,41,Delta Scuti,0.97698545
8362121,40,Delta Scuti,0.97697347
78006928,35,Delta Scuti,0.97692901
153288878,33,Delta Scuti,0.97687304
151240150,33,Delta Scuti,0.97685814
16053262,46,Delta Scuti,0.9768346
33290448,33,Delta Scuti,0.9768241
97491785,46,Delta Scuti,0.9767893
75881632,52,Delta Scuti,0.97677034
157441688,54,Delta Scuti,0.9767502
378423301,41,Delta Scuti,0.97674805
18997890,44,Delta Scuti,0.9767229
427464597,33,Delta Scuti,0.97667027
130924175,37,Delta Scuti,0.97664249
39406171,38,Delta Scuti,0.976528943
377158163,53,Delta Scuti,0.97652709
15391879,41,Delta Scuti,0.97648847
247296415,41,Delta Scuti,0.97646594
447954621,35,Delta Scuti,0.97642547
45245048,39,Delta Scuti,0.97641641
307586438,45,Delta Scuti,0.97641504
181598285,35,Delta Scuti,0.9763757
78006928,36,Delta Scuti,0.97635752
298328904,36,Delta Scuti,0.9763397
217281803,39,Delta Scuti,0.97632402
390019991,52,Delta Scuti,0.97627741
431479727,28,Delta Scuti,0.97625834
53905457,34,Delta Scuti,0.976255357
166984647,33,Delta Scuti,0.97623175
83374825,44,Delta Scuti,0.97623026
382784899,38,Delta Scuti,0.97622991
75054460,36,Delta Scuti,0.97619969
67127214,55,Delta Scuti,0.97613436
364110020,27,Delta Scuti,0.97609872
41256025,34,Delta Scuti,0.97607952
125353405,34,Delta Scuti,0.97606689
267937362,55,Delta Scuti,0.97595924
66510457,34,Delta Scuti,0.97579908
393387344,33,Delta Scuti,0.97578418
108288789,34,Delta Scuti,0.97573936
401978879,39,Delta Scuti,0.97566593
299377216,39,Delta Scuti,0.97566527
142123434,34,Delta Scuti,0.97566098
172367948,33,Delta Scuti,0.97557497
120511762,37,Delta Scuti,0.97557312
75219691,39,Delta Scuti,0.97553104
27846290,41,Delta Scuti,0.97552061
326452246,28,Delta Scuti,0.97551924
207379511,54,Delta Scuti,0.97544277
123576485,33,Delta Scuti,0.97542691
76066301,39,Delta Scuti,0.975300908
25102797,35,Delta Scuti,0.97528857
231864125,29,Delta Scuti,0.97526044
167571515,32,Delta Scuti,0.97525376
243173546,42,Delta Scuti,0.97518653
343408049,55,Delta Scuti,0.97517461
405519556,37,Delta Scuti,0.97516441
4167254,44,Delta Scuti,0.97513121
251450801,54,Delta Scuti,0.97509617
26242399,33,Delta Scuti,0.97503281
150431712,32,Delta Scuti,0.97499245
16155498,45,Delta Scuti,0.9749316
81094707,34,Delta Scuti,0.97488821
376298399,52,Delta Scuti,0.97487056
141813941,48,Delta Scuti,0.97483486
351898266,40,Delta Scuti,0.97479308
167571515,37,Delta Scuti,0.9747746
420136536,48,Delta Scuti,0.97476929
142082235,34,Delta Scuti,0.97475457
4167254,46,Delta Scuti,0.97461957
117132396,54,Delta Scuti,0.97459251
16155498,46,Delta Scuti,0.97456801
158916489,40,Delta Scuti,0.97454053
285149078,35,Delta Scuti,0.97452152
142082235,27,Delta Scuti,0.97445315
410451583,31,Delta Scuti,0.97443742
91696910,43,Delta Scuti,0.97440052
468930596,34,Delta Scuti,0.97439665
74965177,35,Delta Scuti,0.97434074
72092306,33,Delta Scuti,0.97432363
268077447,44,Delta Scuti,0.97430623
191759141,35,Delta Scuti,0.97428596
200545850,32,Delta Scuti,0.9742735
436057010,55,Delta Scuti,0.97424316
142301856,48,Delta Scuti,0.97403944
150268967,48,Delta Scuti,0.9739933
167571515,38,Delta Scuti,0.97393113
141974614,39,Delta Scuti,0.97390997
58475194,43,Delta Scuti,0.97386318
142082235,29,Delta Scuti,0.97385007
364105875,39,Delta Scuti,0.9738341
349429886,39,Delta Scuti,0.97379106
220504623,28,Delta Scuti,0.97379035
142353095,33,Delta Scuti,0.97376156
41256025,30,Delta Scuti,0.97371835
167024118,55,Delta Scuti,0.9737038
111436356,41,Delta Scuti,0.97367227
57597784,55,Delta Scuti,0.97363812
150431712,33,Delta Scuti,0.9736284
16453042,46,Delta Scuti,0.9736256
83386612,44,Delta Scuti,0.97356951
382728237,39,Delta Scuti,0.97337389
309718307,37,Delta Scuti,0.97334462
284657297,34,Delta Scuti,0.97333419
452950264,34,Delta Scuti,0.9731459
76638479,44,Delta Scuti,0.97312003
400143989,35,Delta Scuti,0.97307938
150431712,34,Delta Scuti,0.97301292
105576509,48,Delta Scuti,0.97298449
377158163,49,Delta Scuti,0.97294968
452284693,37,Delta Scuti,0.97292656
201247029,28,Delta Scuti,0.97285259
167571515,28,Delta Scuti,0.97280318
41256025,31,Delta Scuti,0.97277796
243173546,43,Delta Scuti,0.97277403
36339974,34,Delta Scuti,0.9727509
21161683,54,Delta Scuti,0.97273612
294097368,33,Delta Scuti,0.97272867
21161683,40,Delta Scuti,0.97260183
247525083,45,Delta Scuti,0.97255051
72676503,37,Delta Scuti,0.97254372
304841699,39,Delta Scuti,0.97252727
257642604,27,Delta Scuti,0.97250712
49900443,31,Delta Scuti,0.97250587
258053346,35,Delta Scuti,0.97247261
306179642,42,Delta Scuti,0.97244805
138552623,45,Delta Scuti,0.97244805
367370090,43,Delta Scuti,0.97231853
31645465,35,Delta Scuti,0.97228098
247326566,41,Delta Scuti,0.97227466
184414370,34,Delta Scuti,0.97224414
318068449,47,Delta Scuti,0.97216123
19028740,45,Delta Scuti,0.97214305
294097368,30,Delta Scuti,0.97194189
141837163,34,Delta Scuti,0.97189158
95216013,45,Delta Scuti,0.9718793
268184928,34,Delta Scuti,0.97183955
185366885,35,Delta Scuti,0.97177255
373210707,44,Delta Scuti,0.971762121
268052589,51,Delta Scuti,0.97166055
369375070,39,Delta Scuti,0.97162813
167571515,36,Delta Scuti,0.97158909
116937581,45,Delta Scuti,0.97156399
343449712,39,Delta Scuti,0.9715575
284447230,33,Delta Scuti,0.97151744
142301856,41,Delta Scuti,0.97151572
82685055,44,Delta Scuti,0.97138995
158787200,55,Delta Scuti,0.9713698
160753846,54,Delta Scuti,0.97127289
97703000,33,Delta Scuti,0.97127277
394219551,34,Delta Scuti,0.97125703
402502248,54,Delta Scuti,0.97125131
276536154,39,Delta Scuti,0.9712435
309559245,36,Delta Scuti,0.97124016
247525083,43,Delta Scuti,0.97116393
373312262,32,Delta Scuti,0.97112018
390019991,48,Delta Scuti,0.97105473
58226738,44,Delta Scuti,0.97097385
44191774,53,Delta Scuti,0.97093034
463755154,37,Delta Scuti,0.97074002
435934710,32,Delta Scuti,0.97073925
66488360,55,Delta Scuti,0.97073483
453218578,39,Delta Scuti,0.97068185
142062951,52,Delta Scuti,0.97066754
301313302,39,Delta Scuti,0.97065175
233608844,49,Delta Scuti,0.97054332
138130434,53,Delta Scuti,0.97051013
141974614,28,Delta Scuti,0.97042376
166808854,30,Delta Scuti,0.970416009
142082235,31,Delta Scuti,0.97036541
239135374,47,Delta Scuti,0.97035319
18445978,35,Delta Scuti,0.97019786
97164920,34,Delta Scuti,0.97016352
141974614,38,Delta Scuti,0.970105946
142062951,53,Delta Scuti,0.97008318
74705624,35,Delta Scuti,0.97006881
151240150,45,Delta Scuti,0.9700411
61149134,38,Delta Scuti,0.97002852
435994811,55,Delta Scuti,0.9699564
66807721,41,Delta Scuti,0.96982777
383808648,35,Delta Scuti,0.96982408
307586438,43,Delta Scuti,0.96981871
93725853,35,Delta Scuti,0.96981066
125361729,34,Delta Scuti,0.96980417
378423301,54,Delta Scuti,0.96973038
461545977,53,Delta Scuti,0.96972424
334782805,37,Delta Scuti,0.96969527
173086198,33,Delta Scuti,0.96962994
390019991,55,Delta Scuti,0.96962458
377158163,47,Delta Scuti,0.96958256
16453042,44,Delta Scuti,0.9695518
8362121,53,Delta Scuti,0.96952003
142059636,40,Delta Scuti,0.96947712
367897693,39,Delta Scuti,0.96946198
150431712,38,Delta Scuti,0.9694438
16604331,55,Delta Scuti,0.96942657
321811294,52,Delta Scuti,0.96941334
420136536,40,Delta Scuti,0.9694072
435383519,54,Delta Scuti,0.96936965
331952136,43,Delta Scuti,0.96936184
463755154,36,Delta Scuti,0.96935982
141974614,34,Delta Scuti,0.96927679
286753878,36,Delta Scuti,0.96917802
259915271,38,Delta Scuti,0.9691748
261203891,27,Delta Scuti,0.9691658
10047989,47,Delta Scuti,0.9691506
417809261,54,Delta Scuti,0.9691478
74965177,36,Delta Scuti,0.9691028
167571515,34,Delta Scuti,0.96908903
155362975,45,Delta Scuti,0.96907401
293394749,39,Delta Scuti,0.96892905
74705624,36,Delta Scuti,0.96886849
75407572,55,Delta Scuti,0.9688524
148041056,34,Delta Scuti,0.96878821
142059636,53,Delta Scuti,0.96878099
416760165,42,Delta Scuti,0.96874601
12156415,33,Delta Scuti,0.96866816
289336056,34,Delta Scuti,0.96861219
268052589,41,Delta Scuti,0.96856332
331952136,44,Delta Scuti,0.96849054
41256025,35,Delta Scuti,0.96847099
74986243,43,Delta Scuti,0.96841997
39815864,33,Delta Scuti,0.96841127
259906536,35,Delta Scuti,0.96841061
3664782,45,Delta Scuti,0.96818292
293885048,41,Delta Scuti,0.96815544
150431712,31,Delta Scuti,0.96810573
392348819,48,Delta Scuti,0.96796572
192074855,47,Delta Scuti,0.96786928
465459353,37,Delta Scuti,0.96786392
394151432,34,Delta Scuti,0.96784389
435744606,52,Delta Scuti,0.96783465
318478774,54,Delta Scuti,0.96783173
234121527,33,Delta Scuti,0.96782684
13116674,41,Delta Scuti,0.96776956
52418109,44,Delta Scuti,0.96776575
390019991,49,Delta Scuti,0.96770269
443853630,44,Delta Scuti,0.96768594
284588437,34,Delta Scuti,0.96764094
411844772,43,Delta Scuti,0.96752775
125791946,34,Delta Scuti,0.96751213
31516453,34,Delta Scuti,0.96742779
224092545,54,Delta Scuti,0.96741116
284864419,44,Delta Scuti,0.96739388
318090762,35,Delta Scuti,0.96728021
74986243,44,Delta Scuti,0.96723503
213239686,39,Delta Scuti,0.96719223
393573334,54,Delta Scuti,0.96705765
318276493,48,Delta Scuti,0.96702206
141974614,32,Delta Scuti,0.96701908
285051141,47,Delta Scuti,0.96700501
68354587,34,Delta Scuti,0.96698684
41256025,38,Delta Scuti,0.96696699
14612633,44,Delta Scuti,0.96695298
440690782,42,Delta Scuti,0.96693659
7902980,52,Delta Scuti,0.96688819
116937581,43,Delta Scuti,0.96685714
282051545,39,Delta Scuti,0.96685034
167571515,31,Delta Scuti,0.96681887
298328904,35,Delta Scuti,0.96680576
87383945,54,Delta Scuti,0.966654
150431712,36,Delta Scuti,0.96661514
270714432,33,Delta Scuti,0.96658462
24190922,38,Delta Scuti,0.96657014
44985521,35,Delta Scuti,0.96654296
167571515,35,Delta Scuti,0.96649861
304690667,39,Delta Scuti,0.96649629
351898266,53,Delta Scuti,0.96649098
232483398,33,Delta Scuti,0.96648782
24750998,27,Delta Scuti,0.96648306
142062951,40,Delta Scuti,0.96646935
255686138,34,Delta Scuti,0.96645355
427454665,32,Delta Scuti,0.96637803
167571515,30,Delta Scuti,0.9663763
141813941,49,Delta Scuti,0.96626019
104903555,55,Delta Scuti,0.96621954
16381021,44,Delta Scuti,0.96620876
323710333,44,Delta Scuti,0.96616983
444005912,34,Delta Scuti,0.96611452
132369656,34,Delta Scuti,0.96608871
50184747,42,Delta Scuti,0.96604288
4167254,45,Delta Scuti,0.96599549
404630592,42,Delta Scuti,0.96596712
436176398,55,Delta Scuti,0.96593851
16453042,34,Delta Scuti,0.96590936
94016403,37,Delta Scuti,0.9658947
141974614,35,Delta Scuti,0.96585578
452557710,37,Delta Scuti,0.96582806
307586438,44,Delta Scuti,0.96572822
443965230,46,Delta Scuti,0.96571934
268052589,55,Delta Scuti,0.96571779
331952136,45,Delta Scuti,0.96566421
83790198,45,Delta Scuti,0.96558982
7902980,41,Delta Scuti,0.96553212
97164920,33,Delta Scuti,0.96549338
301871361,42,Delta Scuti,0.96543783
302424665,47,Delta Scuti,0.96541882
7902980,40,Delta Scuti,0.96537215
330687497,45,Delta Scuti,0.96528095
468985290,45,Delta Scuti,0.96521795
358764969,49,Delta Scuti,0.965142012
255686138,33,Delta Scuti,0.96507359
309718307,35,Delta Scuti,0.96505415
315739657,40,Delta Scuti,0.96502841
360968490,41,Delta Scuti,0.96496838
418525388,54,Delta Scuti,0.96495885
400143989,36,Delta Scuti,0.96493417
344236485,38,Delta Scuti,0.96479613
68578384,45,Delta Scuti,0.96474022
41256025,37,Delta Scuti,0.96470428
294097368,35,Delta Scuti,0.96469206
247296415,55,Delta Scuti,0.96463734
247525083,44,Delta Scuti,0.9645943
164552077,54,Delta Scuti,0.96453512
117418088,44,Delta Scuti,0.96452898
242815823,54,Delta Scuti,0.96452004
463815246,39,Delta Scuti,0.96450806
268052589,50,Delta Scuti,0.9644689
360389739,36,Delta Scuti,0.96437699
251937148,54,Delta Scuti,0.96432662
403128238,39,Delta Scuti,0.96430349
389879413,36,Delta Scuti,0.96427709
405519556,38,Delta Scuti,0.96427631
83386612,43,Delta Scuti,0.96417969
412961147,34,Delta Scuti,0.964134216
369375070,27,Delta Scuti,0.96411937
150431712,29,Delta Scuti,0.96406931
268020379,43,Delta Scuti,0.96405691
19028616,46,Delta Scuti,0.96403229
158740726,36,Delta Scuti,0.96399164
141974614,27,Delta Scuti,0.96395862
51014693,54,Delta Scuti,0.96388197
425432866,38,Delta Scuti,0.96386468
96514469,34,Delta Scuti,0.96385008
234556111,33,Delta Scuti,0.96379834
384999905,36,Delta Scuti,0.96379602
44985521,37,Delta Scuti,0.96375972
150431712,27,Delta Scuti,0.96370029
156755902,34,Delta Scuti,0.96361095
468986905,46,Delta Scuti,0.96360308
141978876,34,Delta Scuti,0.96358705
52418109,45,Delta Scuti,0.96344525
66671861,46,Delta Scuti,0.9634437
351771293,52,Delta Scuti,0.96337032
443822950,44,Delta Scuti,0.96333569
281898045,33,Delta Scuti,0.96328884
264336421,40,Delta Scuti,0.96314502
26242399,44,Delta Scuti,0.96300197
280734946,36,Delta Scuti,0.96299422
150228299,47,Delta Scuti,0.96295661
29106885,42,Delta Scuti,0.96291351
461545977,40,Delta Scuti,0.96289074
464880966,37,Delta Scuti,0.96283793
150431712,30,Delta Scuti,0.96280712
178411260,37,Delta Scuti,0.96278089
91694399,45,Delta Scuti,0.9624936
420136536,41,Delta Scuti,0.96247482
101580331,35,Delta Scuti,0.96243459
82124391,35,Delta Scuti,0.96242446
443965230,45,Delta Scuti,0.96234024
158719548,36,Delta Scuti,0.962261498
252946984,47,Delta Scuti,0.96210831
96514469,33,Delta Scuti,0.96208137
377158163,52,Delta Scuti,0.96200085
360753689,54,Delta Scuti,0.96193045
217445292,39,Delta Scuti,0.96192861
139792029,34,Delta Scuti,0.96191704
284386383,43,Delta Scuti,0.96190554
272489559,54,Delta Scuti,0.9616282
302815987,54,Delta Scuti,0.9616034
178061958,33,Delta Scuti,0.961508632
377158163,51,Delta Scuti,0.9614833
175409424,29,Delta Scuti,0.96145695
91686156,45,Delta Scuti,0.96138334
358216034,43,Delta Scuti,0.96126974
468986905,34,Delta Scuti,0.9612624
460626243,37,Delta Scuti,0.9612059
232022366,32,Delta Scuti,0.96116257
101775009,37,Delta Scuti,0.96104991
235211554,33,Delta Scuti,0.96101427
75432998,38,Delta Scuti,0.9609468
284447030,33,Delta Scuti,0.96089458
359270265,36,Delta Scuti,0.96071839
24750998,29,Delta Scuti,0.9606185
285705392,35,Delta Scuti,0.96049327
438528002,44,Delta Scuti,0.96047324
468985290,34,Delta Scuti,0.96045554
416760165,43,Delta Scuti,0.96039814
125788776,34,Delta Scuti,0.96035153
315098210,35,Delta Scuti,0.96032083
14612516,33,Delta Scuti,0.9602716
351898266,41,Delta Scuti,0.96025443
393573334,55,Delta Scuti,0.96018291
91686156,44,Delta Scuti,0.96018177
443965230,34,Delta Scuti,0.96014726
158787200,53,Delta Scuti,0.9601385
151284241,44,Delta Scuti,0.960132
48219932,41,Delta Scuti,0.96013147
330687497,46,Delta Scuti,0.9600696
72974152,53,Delta Scuti,0.96006507
359967449,54,Delta Scuti,0.96003002
3664782,47,Delta Scuti,0.96001387
234111319,33,Delta Scuti,0.95994729
66913043,33,Delta Scuti,0.95989943
440690782,44,Delta Scuti,0.95988888
402369126,51,Delta Scuti,0.95987648
101615566,48,Delta Scuti,0.95987493
19028740,44,Delta Scuti,0.959864497
80986474,34,Delta Scuti,0.95983505
359887309,41,Delta Scuti,0.95981812
461281455,37,Delta Scuti,0.95961052
167571515,27,Delta Scuti,0.95958304
83537643,43,Delta Scuti,0.95957947
284425906,52,Delta Scuti,0.95956081
465459353,38,Delta Scuti,0.95953047
255686138,29,Delta Scuti,0.95947814
139700906,27,Delta Scuti,0.95947373
284864419,32,Delta Scuti,0.95939022
259906536,36,Delta Scuti,0.95935041
284386383,45,Delta Scuti,0.95930409
81744253,34,Delta Scuti,0.959267497
87028808,54,Delta Scuti,0.95926625
111906181,41,Delta Scuti,0.95917833
443910170,34,Delta Scuti,0.95913696
309718307,36,Delta Scuti,0.95908135
247364001,41,Delta Scuti,0.95900077
232022366,33,Delta Scuti,0.95892084
201062859,54,Delta Scuti,0.95891482
285922977,35,Delta Scuti,0.95889771
244256898,32,Delta Scuti,0.95889443
443789875,37,Delta Scuti,0.95888478
443900046,45,Delta Scuti,0.95880544
14440855,44,Delta Scuti,0.95870727
74985289,39,Delta Scuti,0.95869803
192548706,35,Delta Scuti,0.958688855
91481087,44,Delta Scuti,0.95866609
24566789,32,Delta Scuti,0.95866352
111562856,41,Delta Scuti,0.95863843
96290668,44,Delta Scuti,0.95858455
8007106,38,Delta Scuti,0.95857447
39816142,33,Delta Scuti,0.95856911
116740373,45,Delta Scuti,0.958358765
115072732,46,Delta Scuti,0.95833749
243140272,38,Delta Scuti,0.95823842
264336421,53,Delta Scuti,0.95811462
364034722,54,Delta Scuti,0.95808905
48219932,53,Delta Scuti,0.9580639
276356347,38,Delta Scuti,0.95802796
273774413,41,Delta Scuti,0.95798671
343593561,39,Delta Scuti,0.95791978
341269497,36,Delta Scuti,0.95786685
384999905,37,Delta Scuti,0.95786041
251239377,33,Delta Scuti,0.95781195
41256025,36,Delta Scuti,0.95780426
362609307,36,Delta Scuti,0.95773792
292956731,55,Delta Scuti,0.95763481
151240150,44,Delta Scuti,0.95763129
24952937,33,Delta Scuti,0.95758355
394151432,35,Delta Scuti,0.95757818
453484691,37,Delta Scuti,0.95755291
82685055,43,Delta Scuti,0.95746714
117132396,55,Delta Scuti,0.95739925
141974614,30,Delta Scuti,0.95733219
139792029,35,Delta Scuti,0.95723224
125268829,33,Delta Scuti,0.95720273
251370301,54,Delta Scuti,0.95713723
367401850,45,Delta Scuti,0.95711404
138552623,43,Delta Scuti,0.95709878
22222900,35,Delta Scuti,0.95704055
111906181,40,Delta Scuti,0.95690399
418758089,39,Delta Scuti,0.956756
256957417,39,Delta Scuti,0.95673406
95117620,34,Delta Scuti,0.95668519
19452131,34,Delta Scuti,0.95667267
111906181,54,Delta Scuti,0.9565872
367401850,44,Delta Scuti,0.95658439
293115094,36,Delta Scuti,0.95657504
268435069,36,Delta Scuti,0.9565354
63126947,54,Delta Scuti,0.95651412
148133694,38,Delta Scuti,0.95643669
352151379,55,Delta Scuti,0.95625418
438528002,45,Delta Scuti,0.95618153
141974614,33,Delta Scuti,0.9561316
70907641,36,Delta Scuti,0.95608789
461313540,38,Delta Scuti,0.95604998
84335552,44,Delta Scuti,0.95594341
98423203,27,Delta Scuti,0.95587903
164552077,53,Delta Scuti,0.95572656
86489229,44,Delta Scuti,0.95572037
284657297,33,Delta Scuti,0.95566308
274966971,51,Delta Scuti,0.95561302
142202425,47,Delta Scuti,0.9556058
366884106,44,Delta Scuti,0.95552844
264163127,44,Delta Scuti,0.95552671
330687497,44,Delta Scuti,0.95551604
91696910,45,Delta Scuti,0.95551354
58226738,43,Delta Scuti,0.95545638
52290743,43,Delta Scuti,0.95545226
464577298,37,Delta Scuti,0.9552995
136849311,55,Delta Scuti,0.9552871
148041056,33,Delta Scuti,0.95522922
166660195,38,Delta Scuti,0.95516503
270947023,35,Delta Scuti,0.95515615
468902806,32,Delta Scuti,0.95508945
390019991,40,Delta Scuti,0.95508683
267683996,34,Delta Scuti,0.95508653
293885048,54,Delta Scuti,0.95500261
138450153,43,Delta Scuti,0.95499021
255686138,35,Delta Scuti,0.95498407
440690782,43,Delta Scuti,0.95496148
417333401,52,Delta Scuti,0.95478314
407600392,41,Delta Scuti,0.95472628
267714365,37,Delta Scuti,0.954602
27846290,55,Delta Scuti,0.95459855
151284241,43,Delta Scuti,0.95459068
262596437,33,Delta Scuti,0.95452881
359678383,41,Delta Scuti,0.95442843
150350748,53,Delta Scuti,0.95441347
262869955,39,Delta Scuti,0.9543004
86130733,46,Delta Scuti,0.9542712
113672483,42,Delta Scuti,0.95423639
235396448,33,Delta Scuti,0.95415151
32924586,36,Delta Scuti,0.95408279
340142515,36,Delta Scuti,0.95407844
3664782,46,Delta Scuti,0.95405632
164552077,41,Delta Scuti,0.95401835
431479727,36,Delta Scuti,0.9540132
301139498,42,Delta Scuti,0.95389265
48561400,38,Delta Scuti,0.95387948
7617789,52,Delta Scuti,0.95374101
301276687,33,Delta Scuti,0.95373571
142055255,52,Delta Scuti,0.95373189
273169714,55,Delta Scuti,0.95361936
444005912,44,Delta Scuti,0.95357728
164552077,40,Delta Scuti,0.95354271
299898131,38,Delta Scuti,0.95351917
86489229,43,Delta Scuti,0.95334959
16644151,47,Delta Scuti,0.95330238
160199165,37,Delta Scuti,0.95327377
376716686,27,Delta Scuti,0.95321941
1259033,35,Delta Scuti,0.95317096
18997890,45,Delta Scuti,0.95314467
376904850,43,Delta Scuti,0.95306528
280730930,35,Delta Scuti,0.95294023
436090735,55,Delta Scuti,0.95277429
365050449,47,Delta Scuti,0.95274758
80185023,35,Delta Scuti,0.95270938
156755902,33,Delta Scuti,0.95265031
127246209,38,Delta Scuti,0.95260727
457035927,45,Delta Scuti,0.95257056
351898266,54,Delta Scuti,0.95255047
450046379,32,Delta Scuti,0.95250577
84335552,42,Delta Scuti,0.95249921
308399075,36,Delta Scuti,0.95240122
143216088,33,Delta Scuti,0.95235658
83386612,45,Delta Scuti,0.9522717
343290690,39,Delta Scuti,0.95222771
150431712,28,Delta Scuti,0.95222574
268435069,34,Delta Scuti,0.95202374
301692667,33,Delta Scuti,0.95194405
435879767,44,Delta Scuti,0.95191973
142070016,34,Delta Scuti,0.95173788
115233625,53,Delta Scuti,0.95167804
7273196,34,Delta Scuti,0.95162815
367014184,43,Delta Scuti,0.95150954
41256025,28,Delta Scuti,0.95142537
365050449,54,Delta Scuti,0.95137453
172039634,43,Delta Scuti,0.9513697
83537643,44,Delta Scuti,0.95128131
443789875,36,Delta Scuti,0.95118433
7617789,40,Delta Scuti,0.95114714
343259321,39,Delta Scuti,0.95106208
95477165,50,Delta Scuti,0.95104051
301510246,28,Delta Scuti,0.95103598
58686929,41,Delta Scuti,0.95097584
443853630,45,Delta Scuti,0.95089465
431479727,27,Delta Scuti,0.95087653
118267777,42,Delta Scuti,0.95086068
118599430,44,Delta Scuti,0.95081174
268024930,44,Delta Scuti,0.95080763
234520142,28,Delta Scuti,0.95079881
306819129,33,Delta Scuti,0.95079225
446745255,39,Delta Scuti,0.95073587
142301856,49,Delta Scuti,0.95053732
372163405,37,Delta Scuti,0.95053077
285922977,34,Delta Scuti,0.95052409
139700906,28,Delta Scuti,0.95041597
377158163,40,Delta Scuti,0.95038408
469049962,36,Delta Scuti,0.95025426
18997890,46,Delta Scuti,0.95022368
377362152,47,Delta Scuti,0.95017838
103307231,52,Delta Scuti,0.95002913
200728570,30,Eclipsing Binaries,0.99995172
200728570,31,Eclipsing Binaries,0.99992418
460722920,37,Eclipsing Binaries,0.9996177
169319248,32,Eclipsing Binaries,0.99909687
377430449,51,Eclipsing Binaries,0.99894911
277226392,46,Eclipsing Binaries,0.99869424
460722920,36,Eclipsing Binaries,0.99839383
402341092,29,Eclipsing Binaries,0.9979102
142401469,33,Eclipsing Binaries,0.99752015
33065877,33,Eclipsing Binaries,0.9974854
376935065,42,Eclipsing Binaries,0.99601561
419158634,54,Eclipsing Binaries,0.99543434
167592545,38,Eclipsing Binaries,0.99536055
33359175,35,Eclipsing Binaries,0.99520421
385117626,42,Eclipsing Binaries,0.99509948
102598640,54,Eclipsing Binaries,0.99487478
178903770,54,Eclipsing Binaries,0.994673669
124410741,33,Eclipsing Binaries,0.99459875
251075427,47,Eclipsing Binaries,0.99448121
102598640,55,Eclipsing Binaries,0.99444121
385115009,43,Eclipsing Binaries,0.99442989
427514873,52,Eclipsing Binaries,0.994353175
91897582,46,Eclipsing Binaries,0.99397993
248023044,55,Eclipsing Binaries,0.99397755
243237686,38,Eclipsing Binaries,0.99387133
335248459,38,Eclipsing Binaries,0.99377102
81721931,44,Eclipsing Binaries,0.99365568
333540625,42,Eclipsing Binaries,0.99357998
276232142,52,Eclipsing Binaries,0.99354088
49773622,33,Eclipsing Binaries,0.99346852
16455696,46,Eclipsing Binaries,0.99320048
343488871,39,Eclipsing Binaries,0.9931854
66467864,29,Eclipsing Binaries,0.99314076
184318559,35,Eclipsing Binaries,0.99297237
259783805,27,Eclipsing Binaries,0.99281025
33061033,33,Eclipsing Binaries,0.99270439
427803691,52,Eclipsing Binaries,0.99269617
439452620,27,Eclipsing Binaries,0.99262106
391902612,28,Eclipsing Binaries,0.99256718
81721931,45,Eclipsing Binaries,0.992565274
81721931,43,Eclipsing Binaries,0.99238575
35374399,55,Eclipsing Binaries,0.99232614
33715938,38,Eclipsing Binaries,0.99231732
391922670,36,Eclipsing Binaries,0.99227303
160221258,29,Eclipsing Binaries,0.99216098
444106991,27,Eclipsing Binaries,0.99176991
116860293,43,Eclipsing Binaries,0.99170154
43367409,52,Eclipsing Binaries,0.99167693
391902612,38,Eclipsing Binaries,0.99167436
391922670,29,Eclipsing Binaries,0.99165159
376935065,43,Eclipsing Binaries,0.99164385
318181542,27,Eclipsing Binaries,0.9915399
418614625,38,Eclipsing Binaries,0.9915039
106857945,39,Eclipsing Binaries,0.99149549
391922670,38,Eclipsing Binaries,0.99141812
41330864,41,Eclipsing Binaries,0.99130791
359633572,53,Eclipsing Binaries,0.99115342
200539901,32,Eclipsing Binaries,0.991117775
462487517,46,Eclipsing Binaries,0.99099475
391902612,34,Eclipsing Binaries,0.99095058
436116795,55,Eclipsing Binaries,0.99091196
41330864,54,Eclipsing Binaries,0.99089503
375092714,33,Eclipsing Binaries,0.99058443
393474128,36,Eclipsing Binaries,0.99057311
452768103,32,Eclipsing Binaries,0.99052763
33831424,36,Eclipsing Binaries,0.99045944
158582802,29,Eclipsing Binaries,0.99038482
125350315,33,Eclipsing Binaries,0.990384698
33061033,32,Eclipsing Binaries,0.99030733
293503701,42,Eclipsing Binaries,0.99027705
293241138,39,Eclipsing Binaries,0.99019986
243237686,37,Eclipsing Binaries,0.99019897
100510076,33,Eclipsing Binaries,0.99018902
376919336,50,Eclipsing Binaries,0.99015754
