TIC ID,Sector,class,confidence
462487517,45,Eclipsing Binaries,0.99015254
142102437,53,Eclipsing Binaries,0.9900704
160221258,30,Eclipsing Binaries,0.9900558
176940979,36,Eclipsing Binaries,0.99004537
391922670,28,Eclipsing Binaries,0.98999399
391902612,33,Eclipsing Binaries,0.98983115
444133031,27,Eclipsing Binaries,0.98979133
452419843,38,Eclipsing Binaries,0.9897653
402318321,42,Eclipsing Binaries,0.9897601
391902612,29,Eclipsing Binaries,0.98973745
434330408,45,Eclipsing Binaries,0.98968327
159157551,47,Eclipsing Binaries,0.98966962
443287143,33,Eclipsing Binaries,0.98962444
27192769,54,Eclipsing Binaries,0.98960972
391922670,30,Eclipsing Binaries,0.98958057
176940979,46,Eclipsing Binaries,0.98956585
418902302,34,Eclipsing Binaries,0.98955882
250995651,42,Eclipsing Binaries,0.98953807
54039889,36,Eclipsing Binaries,0.98953724
375092714,34,Eclipsing Binaries,0.98951566
41835561,30,Eclipsing Binaries,0.98945159
142308083,41,Eclipsing Binaries,0.9894399
375092714,31,Eclipsing Binaries,0.98943675
26819372,55,Eclipsing Binaries,0.98942238
444037850,45,Eclipsing Binaries,0.98934388
16455696,44,Eclipsing Binaries,0.98932987
100510076,32,Eclipsing Binaries,0.98930573
453054355,45,Eclipsing Binaries,0.98920596
385115009,42,Eclipsing Binaries,0.98919487
284707066,32,Eclipsing Binaries,0.98917282
425172025,45,Eclipsing Binaries,0.989149749
391922670,33,Eclipsing Binaries,0.98903441
284419719,34,Eclipsing Binaries,0.98902237
26819372,54,Eclipsing Binaries,0.98901385
419010653,42,Eclipsing Binaries,0.98899662
33715938,39,Eclipsing Binaries,0.98899233
360707798,37,Eclipsing Binaries,0.98897868
177759816,33,Eclipsing Binaries,0.98897541
150348228,53,Eclipsing Binaries,0.98893923
75164365,45,Eclipsing Binaries,0.98893052
146589739,36,Eclipsing Binaries,0.98891115
359633572,40,Eclipsing Binaries,0.98889124
58822428,37,Eclipsing Binaries,0.98886323
50102520,34,Eclipsing Binaries,0.98881406
391922670,27,Eclipsing Binaries,0.98878664
33715938,33,Eclipsing Binaries,0.98874182
261314215,39,Eclipsing Binaries,0.98871124
117272578,45,Eclipsing Binaries,0.98867291
88596690,47,Eclipsing Binaries,0.988623083
453054355,35,Eclipsing Binaries,0.98858708
93103110,33,Eclipsing Binaries,0.98851329
234483387,45,Eclipsing Binaries,0.98848468
33831424,29,Eclipsing Binaries,0.98847467
391902612,27,Eclipsing Binaries,0.98839939
81904743,44,Eclipsing Binaries,0.98837656
158713807,36,Eclipsing Binaries,0.988354921
152825734,28,Eclipsing Binaries,0.9883365
391902612,39,Eclipsing Binaries,0.988326728
75235465,45,Eclipsing Binaries,0.98832405
393474128,37,Eclipsing Binaries,0.98829764
402318321,29,Eclipsing Binaries,0.98829299
360707798,36,Eclipsing Binaries,0.98828584
142102437,40,Eclipsing Binaries,0.98824328
388012501,34,Eclipsing Binaries,0.98821801
375092714,32,Eclipsing Binaries,0.98813939
70252818,54,Eclipsing Binaries,0.98813361
407931404,44,Eclipsing Binaries,0.98810005
360394509,39,Eclipsing Binaries,0.98808682
81292606,35,Eclipsing Binaries,0.9880597
100330572,55,Eclipsing Binaries,0.9880532
117272578,46,Eclipsing Binaries,0.988041043
443900773,46,Eclipsing Binaries,0.98803455
142387775,37,Eclipsing Binaries,0.98802572
412733211,39,Eclipsing Binaries,0.98796755
8046155,54,Eclipsing Binaries,0.98789769
418614625,39,Eclipsing Binaries,0.98787129
33715938,28,Eclipsing Binaries,0.98780835
284419719,33,Eclipsing Binaries,0.98780733
368626010,43,Eclipsing Binaries,0.98779559
247123279,45,Eclipsing Binaries,0.98778009
410418820,38,Eclipsing Binaries,0.987704158
142308083,48,Eclipsing Binaries,0.98769593
391902612,37,Eclipsing Binaries,0.98769367
401840741,29,Eclipsing Binaries,0.98765939
75323361,42,Eclipsing Binaries,0.98765326
391902612,36,Eclipsing Binaries,0.9876467
341797684,36,Eclipsing Binaries,0.98764169
75164365,44,Eclipsing Binaries,0.9876259
93103110,32,Eclipsing Binaries,0.9876194
125236734,42,Eclipsing Binaries,0.98759961
375092714,38,Eclipsing Binaries,0.98758727
147514690,47,Eclipsing Binaries,0.98757672
360707798,38,Eclipsing Binaries,0.98756778
284419719,35,Eclipsing Binaries,0.98747694
259589045,32,Eclipsing Binaries,0.98746997
408037229,30,Eclipsing Binaries,0.98746163
24520424,32,Eclipsing Binaries,0.98734784
75164365,43,Eclipsing Binaries,0.98730987
394080750,34,Eclipsing Binaries,0.98727602
158642736,36,Eclipsing Binaries,0.98723328
385660623,34,Eclipsing Binaries,0.98722631
292945181,33,Eclipsing Binaries,0.98721582
425172025,44,Eclipsing Binaries,0.98718005
117296072,44,Eclipsing Binaries,0.98717415
271052191,35,Eclipsing Binaries,0.98715395
121781362,54,Eclipsing Binaries,0.98715186
175533160,30,Eclipsing Binaries,0.98714268
231455524,33,Eclipsing Binaries,0.98712629
46867880,43,Eclipsing Binaries,0.98710817
234483387,46,Eclipsing Binaries,0.98710698
466003005,37,Eclipsing Binaries,0.98705173
434330408,43,Eclipsing Binaries,0.98704255
150443185,29,Eclipsing Binaries,0.98702765
142102437,52,Eclipsing Binaries,0.9869445
449050247,32,Eclipsing Binaries,0.98693979
293333013,39,Eclipsing Binaries,0.98687798
241257847,42,Eclipsing Binaries,0.98687047
140965117,53,Eclipsing Binaries,0.98686153
359633572,54,Eclipsing Binaries,0.98685467
462487517,44,Eclipsing Binaries,0.98682261
117296072,45,Eclipsing Binaries,0.98679501
33715938,35,Eclipsing Binaries,0.98679429
76038357,44,Eclipsing Binaries,0.98678386
429443700,44,Eclipsing Binaries,0.9867577
219346938,32,Eclipsing Binaries,0.98675621
250998786,42,Eclipsing Binaries,0.98675448
419744996,27,Eclipsing Binaries,0.98674613
219346938,30,Eclipsing Binaries,0.98669577
35022727,44,Eclipsing Binaries,0.98663574
375092714,28,Eclipsing Binaries,0.98663366
405910546,38,Eclipsing Binaries,0.9866327
147514690,53,Eclipsing Binaries,0.98660421
28680442,40,Eclipsing Binaries,0.9865846
359633572,41,Eclipsing Binaries,0.98658329
27192769,40,Eclipsing Binaries,0.9865492
410418820,27,Eclipsing Binaries,0.98654813
391902612,31,Eclipsing Binaries,0.98654801
99834717,48,Eclipsing Binaries,0.98651576
328431679,31,Eclipsing Binaries,0.98649013
241160055,55,Eclipsing Binaries,0.98648918
97384236,45,Eclipsing Binaries,0.98648053
183907025,35,Eclipsing Binaries,0.98642981
323251754,51,Eclipsing Binaries,0.98640639
293218490,29,Eclipsing Binaries,0.98640138
1356672,32,Eclipsing Binaries,0.98635489
385861239,34,Eclipsing Binaries,0.98635209
147514690,40,Eclipsing Binaries,0.98630697
125239005,42,Eclipsing Binaries,0.98628962
318015382,33,Eclipsing Binaries,0.98628598
133494557,34,Eclipsing Binaries,0.98628485
33715938,37,Eclipsing Binaries,0.98628253
293324034,46,Eclipsing Binaries,0.98627186
309707198,47,Eclipsing Binaries,0.98625946
234721262,33,Eclipsing Binaries,0.98622561
43367409,53,Eclipsing Binaries,0.98622477
234604001,33,Eclipsing Binaries,0.986201584
359633572,49,Eclipsing Binaries,0.98615867
76038357,43,Eclipsing Binaries,0.98615617
157036171,33,Eclipsing Binaries,0.98613214
301378576,31,Eclipsing Binaries,0.98612887
7999894,45,Eclipsing Binaries,0.98610187
247123279,46,Eclipsing Binaries,0.98608899
404509598,50,Eclipsing Binaries,0.98606342
234528232,28,Eclipsing Binaries,0.986050904
150442268,27,Eclipsing Binaries,0.986050427
366417421,52,Eclipsing Binaries,0.98602611
103194166,52,Eclipsing Binaries,0.98602283
310267002,39,Eclipsing Binaries,0.98599803
150348228,40,Eclipsing Binaries,0.98598886
236345690,52,Eclipsing Binaries,0.98597914
267881247,54,Eclipsing Binaries,0.98593175
96477926,39,Eclipsing Binaries,0.98591679
167454589,32,Eclipsing Binaries,0.98590761
248162376,37,Eclipsing Binaries,0.98590183
26819372,40,Eclipsing Binaries,0.98590022
32062341,36,Eclipsing Binaries,0.98589677
16543563,55,Eclipsing Binaries,0.98589051
16455696,34,Eclipsing Binaries,0.98587912
169286196,29,Eclipsing Binaries,0.98584092
385117626,43,Eclipsing Binaries,0.98580241
436171983,41,Eclipsing Binaries,0.98577243
113288606,34,Eclipsing Binaries,0.9857291
293503701,43,Eclipsing Binaries,0.985679448
410338793,27,Eclipsing Binaries,0.98565036
410338793,39,Eclipsing Binaries,0.98560899
231455524,34,Eclipsing Binaries,0.98559433
363732872,53,Eclipsing Binaries,0.98550165
436171983,55,Eclipsing Binaries,0.98548096
219496655,52,Eclipsing Binaries,0.98547238
234528232,29,Eclipsing Binaries,0.98546994
13710677,34,Eclipsing Binaries,0.98544365
50183757,42,Eclipsing Binaries,0.98543233
407064902,39,Eclipsing Binaries,0.98542213
117296072,46,Eclipsing Binaries,0.98541856
289002332,34,Eclipsing Binaries,0.9853397
80845742,37,Eclipsing Binaries,0.98533535
52130954,36,Eclipsing Binaries,0.98532617
418903977,35,Eclipsing Binaries,0.985324085
259589045,30,Eclipsing Binaries,0.98531324
144795358,34,Eclipsing Binaries,0.985313
220798009,39,Eclipsing Binaries,0.985307574
33831424,32,Eclipsing Binaries,0.98530501
267881247,47,Eclipsing Binaries,0.98530191
49687456,42,Eclipsing Binaries,0.98524851
468990720,34,Eclipsing Binaries,0.98523861
39222116,33,Eclipsing Binaries,0.98522067
121211827,53,Eclipsing Binaries,0.98521924
377039882,35,Eclipsing Binaries,0.98521084
310169661,51,Eclipsing Binaries,0.9852072
15784358,41,Eclipsing Binaries,0.98520702
419288053,55,Eclipsing Binaries,0.985198915
377039882,45,Eclipsing Binaries,0.98516548
402921061,39,Eclipsing Binaries,0.98516315
402921061,38,Eclipsing Binaries,0.98515004
183907025,34,Eclipsing Binaries,0.98514473
351701483,53,Eclipsing Binaries,0.98514253
7791094,38,Eclipsing Binaries,0.98512369
24350673,42,Eclipsing Binaries,0.9850862
79317673,45,Eclipsing Binaries,0.98507869
391902612,35,Eclipsing Binaries,0.98507315
385232153,36,Eclipsing Binaries,0.98507082
356832703,41,Eclipsing Binaries,0.98506457
370247818,39,Eclipsing Binaries,0.98504317
142308083,49,Eclipsing Binaries,0.98503727
318706873,43,Eclipsing Binaries,0.98503184
443890194,34,Eclipsing Binaries,0.98502952
356022582,37,Eclipsing Binaries,0.98501647
359633572,52,Eclipsing Binaries,0.98501146
141811748,37,Eclipsing Binaries,0.98499507
309582191,37,Eclipsing Binaries,0.98499018
393858469,48,Eclipsing Binaries,0.98497993
401863188,39,Eclipsing Binaries,0.98497909
452183335,41,Eclipsing Binaries,0.98497075
385711127,37,Eclipsing Binaries,0.98496628
270428717,38,Eclipsing Binaries,0.98495299
46867880,45,Eclipsing Binaries,0.984947979
366610092,54,Eclipsing Binaries,0.98493004
10150706,48,Eclipsing Binaries,0.98492879
469460646,55,Eclipsing Binaries,0.98492229
66808540,55,Eclipsing Binaries,0.98491216
326524000,29,Eclipsing Binaries,0.98489445
81292606,34,Eclipsing Binaries,0.98487985
245026818,38,Eclipsing Binaries,0.98487639
77158157,32,Eclipsing Binaries,0.984875739
192562305,36,Eclipsing Binaries,0.984870255
367476595,39,Eclipsing Binaries,0.98485929
309582191,38,Eclipsing Binaries,0.98483998
125754991,42,Eclipsing Binaries,0.98483121
293218490,28,Eclipsing Binaries,0.98478693
452658846,55,Eclipsing Binaries,0.98475492
80845742,36,Eclipsing Binaries,0.98475164
26819372,41,Eclipsing Binaries,0.98474878
139924731,34,Eclipsing Binaries,0.98474747
14495145,44,Eclipsing Binaries,0.98473978
267881247,53,Eclipsing Binaries,0.98469442
385711127,36,Eclipsing Binaries,0.98467803
97384236,47,Eclipsing Binaries,0.984673381
341797684,34,Eclipsing Binaries,0.984669566
49981592,42,Eclipsing Binaries,0.984661818
391902612,30,Eclipsing Binaries,0.98465997
121211827,54,Eclipsing Binaries,0.98463815
441593360,40,Eclipsing Binaries,0.98462647
261004903,38,Eclipsing Binaries,0.984611928
100088370,55,Eclipsing Binaries,0.98460037
381041517,38,Eclipsing Binaries,0.9845888
293218490,32,Eclipsing Binaries,0.98457009
141406020,34,Eclipsing Binaries,0.984568596
389476160,27,Eclipsing Binaries,0.9845674
941377,35,Eclipsing Binaries,0.98456085
121211827,40,Eclipsing Binaries,0.98455852
2938831,44,Eclipsing Binaries,0.98453414
133494557,35,Eclipsing Binaries,0.98452491
318125386,27,Eclipsing Binaries,0.98452157
154786098,40,Eclipsing Binaries,0.98451275
370038910,35,Eclipsing Binaries,0.98447293
381041517,37,Eclipsing Binaries,0.98446816
388152929,54,Eclipsing Binaries,0.98442876
405661919,46,Eclipsing Binaries,0.98442256
401863188,38,Eclipsing Binaries,0.98440462
91810725,41,Eclipsing Binaries,0.98437369
41835561,29,Eclipsing Binaries,0.98436487
24375279,55,Eclipsing Binaries,0.98435104
38467924,34,Eclipsing Binaries,0.98430991
425172025,46,Eclipsing Binaries,0.98429203
132088253,34,Eclipsing Binaries,0.98425335
140040845,28,Eclipsing Binaries,0.98424238
385711127,35,Eclipsing Binaries,0.98422235
394124501,28,Eclipsing Binaries,0.98421407
460957057,37,Eclipsing Binaries,0.98421174
121211827,41,Eclipsing Binaries,0.98420888
141904678,35,Eclipsing Binaries,0.98419374
87226525,54,Eclipsing Binaries,0.98417932
125566793,34,Eclipsing Binaries,0.98417628
393948907,28,Eclipsing Binaries,0.98416519
69499444,54,Eclipsing Binaries,0.98414522
142158420,37,Eclipsing Binaries,0.98412538
303302527,37,Eclipsing Binaries,0.98410112
30488078,36,Eclipsing Binaries,0.98409903
6081444,37,Eclipsing Binaries,0.984098136
159140634,47,Eclipsing Binaries,0.98409015
100659981,32,Eclipsing Binaries,0.98408693
295440174,36,Eclipsing Binaries,0.98403913
171853918,43,Eclipsing Binaries,0.98402864
241257847,55,Eclipsing Binaries,0.98400509
100088370,41,Eclipsing Binaries,0.98399448
359633572,55,Eclipsing Binaries,0.9839865
126582255,27,Eclipsing Binaries,0.98398143
414933372,38,Eclipsing Binaries,0.98397994
272758199,40,Eclipsing Binaries,0.98397332
184400700,35,Eclipsing Binaries,0.98395675
382158603,32,Eclipsing Binaries,0.98395234
388012501,46,Eclipsing Binaries,0.98393732
33715938,32,Eclipsing Binaries,0.98391008
185991768,55,Eclipsing Binaries,0.98390204
249189110,54,Eclipsing Binaries,0.98389477
351667692,52,Eclipsing Binaries,0.98387641
301406111,31,Eclipsing Binaries,0.98386753
267881247,55,Eclipsing Binaries,0.98385382
410451083,35,Eclipsing Binaries,0.98385262
102637665,39,Eclipsing Binaries,0.9838478
382158603,27,Eclipsing Binaries,0.98384309
267881247,41,Eclipsing Binaries,0.98382264
91477087,28,Eclipsing Binaries,0.983817816
318235279,39,Eclipsing Binaries,0.98381412
293218490,38,Eclipsing Binaries,0.98381227
81904743,45,Eclipsing Binaries,0.98380184
167746516,32,Eclipsing Binaries,0.98380035
418903977,34,Eclipsing Binaries,0.98379886
435994957,55,Eclipsing Binaries,0.98379415
28680442,54,Eclipsing Binaries,0.98379356
309930761,37,Eclipsing Binaries,0.98378873
75235465,44,Eclipsing Binaries,0.98374462
429496031,43,Eclipsing Binaries,0.98372459
139227310,47,Eclipsing Binaries,0.98370498
402329808,38,Eclipsing Binaries,0.98368859
138497586,45,Eclipsing Binaries,0.98367667
310266769,39,Eclipsing Binaries,0.98367506
302264879,45,Eclipsing Binaries,0.98366976
461313279,38,Eclipsing Binaries,0.98365515
363732872,52,Eclipsing Binaries,0.98364764
200363294,32,Eclipsing Binaries,0.98364705
429443700,43,Eclipsing Binaries,0.98364139
285519122,34,Eclipsing Binaries,0.98363495
341797684,35,Eclipsing Binaries,0.98363346
139301659,28,Eclipsing Binaries,0.98362261
270428717,27,Eclipsing Binaries,0.9836092
150443185,37,Eclipsing Binaries,0.98359668
267881247,40,Eclipsing Binaries,0.9835909
307210383,36,Eclipsing Binaries,0.98358929
33715938,36,Eclipsing Binaries,0.98358881
4160741,32,Eclipsing Binaries,0.98358786
149473467,32,Eclipsing Binaries,0.98357725
377083396,54,Eclipsing Binaries,0.98357427
343814736,31,Eclipsing Binaries,0.983544648
438641827,38,Eclipsing Binaries,0.98353577
382158603,34,Eclipsing Binaries,0.98353529
400045957,51,Eclipsing Binaries,0.9835276
293083061,36,Eclipsing Binaries,0.98352563
206244644,42,Eclipsing Binaries,0.98352122
149473467,37,Eclipsing Binaries,0.98350763
234527336,29,Eclipsing Binaries,0.98348212
150443185,27,Eclipsing Binaries,0.983482
100659981,33,Eclipsing Binaries,0.98348099
75235465,43,Eclipsing Binaries,0.98348087
46106659,36,Eclipsing Binaries,0.98347789
390612726,41,Eclipsing Binaries,0.98346519
60523137,33,Eclipsing Binaries,0.98345196
402329808,39,Eclipsing Binaries,0.98342717
259168350,54,Eclipsing Binaries,0.98342705
302264879,47,Eclipsing Binaries,0.98342359
150443185,36,Eclipsing Binaries,0.98341608
79795853,35,Eclipsing Binaries,0.98340523
267881247,50,Eclipsing Binaries,0.98339409
86918641,54,Eclipsing Binaries,0.98338485
138497586,44,Eclipsing Binaries,0.98337203
251934204,54,Eclipsing Binaries,0.98337179
29114757,43,Eclipsing Binaries,0.98336971
28680442,53,Eclipsing Binaries,0.98336238
237836624,33,Eclipsing Binaries,0.98335683
335745221,50,Eclipsing Binaries,0.98335266
32925468,32,Eclipsing Binaries,0.98335224
33715938,29,Eclipsing Binaries,0.98335105
436007914,32,Eclipsing Binaries,0.983341813
318706873,42,Eclipsing Binaries,0.98333979
121562733,38,Eclipsing Binaries,0.98333758
393896077,49,Eclipsing Binaries,0.98333412
367356832,52,Eclipsing Binaries,0.98332709
382158603,31,Eclipsing Binaries,0.98331439
318125386,39,Eclipsing Binaries,0.98331118
66808540,41,Eclipsing Binaries,0.98329526
28684611,54,Eclipsing Binaries,0.98329318
410451083,37,Eclipsing Binaries,0.98329288
303302527,36,Eclipsing Binaries,0.98328477
125289048,34,Eclipsing Binaries,0.98325795
7775630,40,Eclipsing Binaries,0.98325402
335745221,48,Eclipsing Binaries,0.98324835
268125683,42,Eclipsing Binaries,0.98323935
150443185,31,Eclipsing Binaries,0.98323894
83096510,43,Eclipsing Binaries,0.98322219
125799260,34,Eclipsing Binaries,0.98322093
376798243,46,Eclipsing Binaries,0.98321772
24350673,55,Eclipsing Binaries,0.98321688
33445288,30,Eclipsing Binaries,0.9831956
278795607,55,Eclipsing Binaries,0.98319501
236378843,52,Eclipsing Binaries,0.98318267
139227310,44,Eclipsing Binaries,0.98318166
234398964,46,Eclipsing Binaries,0.9831593
142945532,31,Eclipsing Binaries,0.98314452
352478956,27,Eclipsing Binaries,0.98314202
97384236,44,Eclipsing Binaries,0.98314202
165312148,48,Eclipsing Binaries,0.98313498
712803050,32,Eclipsing Binaries,0.98313361
308564820,44,Eclipsing Binaries,0.98312944
310002617,40,Eclipsing Binaries,0.98312932
276300389,38,Eclipsing Binaries,0.98308635
242525903,38,Eclipsing Binaries,0.98306942
125629001,55,Eclipsing Binaries,0.98305458
410451083,31,Eclipsing Binaries,0.98303878
230376136,47,Eclipsing Binaries,0.98303521
306630834,27,Eclipsing Binaries,0.98303062
270428717,39,Eclipsing Binaries,0.9830277
152228087,36,Eclipsing Binaries,0.98301011
14495145,46,Eclipsing Binaries,0.98300815
209708399,38,Eclipsing Binaries,0.98300767
377039882,46,Eclipsing Binaries,0.98299754
67093765,33,Eclipsing Binaries,0.98299176
390612726,54,Eclipsing Binaries,0.98299015
376759282,52,Eclipsing Binaries,0.98298717
259318425,32,Eclipsing Binaries,0.98298657
438641827,37,Eclipsing Binaries,0.98298454
91869778,43,Eclipsing Binaries,0.98298281
18479004,44,Eclipsing Binaries,0.98296553
365424605,31,Eclipsing Binaries,0.98293787
139227310,45,Eclipsing Binaries,0.98293006
311952339,41,Eclipsing Binaries,0.98292637
71518023,33,Eclipsing Binaries,0.98292476
302264879,44,Eclipsing Binaries,0.9829244
306630834,38,Eclipsing Binaries,0.98289907
268807066,39,Eclipsing Binaries,0.98289907
7999894,46,Eclipsing Binaries,0.98289478
304699070,29,Eclipsing Binaries,0.982889175
146114222,36,Eclipsing Binaries,0.98288745
249321727,54,Eclipsing Binaries,0.98288399
16187321,41,Eclipsing Binaries,0.98288202
272758199,47,Eclipsing Binaries,0.98287177
436052079,41,Eclipsing Binaries,0.98286015
230376136,51,Eclipsing Binaries,0.98284334
33715938,27,Eclipsing Binaries,0.98282617
156811502,34,Eclipsing Binaries,0.98282319
259168350,49,Eclipsing Binaries,0.98281878
259589045,31,Eclipsing Binaries,0.98281717
368796638,52,Eclipsing Binaries,0.98279977
24529630,33,Eclipsing Binaries,0.98278254
35022727,43,Eclipsing Binaries,0.98278123
306630834,35,Eclipsing Binaries,0.98278022
79795853,34,Eclipsing Binaries,0.98277539
26269876,51,Eclipsing Binaries,0.98272723
291145873,55,Eclipsing Binaries,0.98272586
410451083,36,Eclipsing Binaries,0.98272175
241160055,42,Eclipsing Binaries,0.9827171
149861538,31,Eclipsing Binaries,0.98271173
365424605,44,Eclipsing Binaries,0.98270816
335745221,49,Eclipsing Binaries,0.98270333
66490576,41,Eclipsing Binaries,0.98270297
408704252,53,Eclipsing Binaries,0.98269111
51172694,47,Eclipsing Binaries,0.98267692
66490576,55,Eclipsing Binaries,0.98267466
59354634,44,Eclipsing Binaries,0.98267245
72587835,30,Eclipsing Binaries,0.98266691
14495145,45,Eclipsing Binaries,0.98266405
75048532,35,Eclipsing Binaries,0.98266059
340916754,55,Eclipsing Binaries,0.98264658
385082387,43,Eclipsing Binaries,0.98262155
86299451,54,Eclipsing Binaries,0.98260409
429443700,45,Eclipsing Binaries,0.98257947
435994957,41,Eclipsing Binaries,0.98257738
264871406,34,Eclipsing Binaries,0.98257506
7999894,35,Eclipsing Binaries,0.98257256
25056387,35,Eclipsing Binaries,0.98256797
310168188,51,Eclipsing Binaries,0.98255932
209407002,30,Eclipsing Binaries,0.98255152
133668208,34,Eclipsing Binaries,0.9825455
100228422,27,Eclipsing Binaries,0.98254216
318063607,33,Eclipsing Binaries,0.98252881
339944586,40,Eclipsing Binaries,0.982512
256992368,33,Eclipsing Binaries,0.98250926
230376136,41,Eclipsing Binaries,0.9825089
229084277,32,Eclipsing Binaries,0.98250455
140510193,30,Eclipsing Binaries,0.98250335
128115333,38,Eclipsing Binaries,0.98249543
371811873,38,Eclipsing Binaries,0.98248738
468218857,55,Eclipsing Binaries,0.98248428
180550791,35,Eclipsing Binaries,0.982483149
149473467,39,Eclipsing Binaries,0.982457697
367099102,52,Eclipsing Binaries,0.98245692
149473467,33,Eclipsing Binaries,0.98245412
91593557,31,Eclipsing Binaries,0.98245215
387049629,41,Eclipsing Binaries,0.9824509
294323529,34,Eclipsing Binaries,0.9824369
394255584,41,Eclipsing Binaries,0.982424915
259168350,55,Eclipsing Binaries,0.98241615
175672383,54,Eclipsing Binaries,0.9824096
348843066,30,Eclipsing Binaries,0.98240834
318305863,55,Eclipsing Binaries,0.98239422
356832703,55,Eclipsing Binaries,0.98237222
138409572,44,Eclipsing Binaries,0.98236966
149473467,36,Eclipsing Binaries,0.9823643
264871406,37,Eclipsing Binaries,0.98236185
264871406,35,Eclipsing Binaries,0.9823544
35022727,42,Eclipsing Binaries,0.98234129
308564820,43,Eclipsing Binaries,0.98233622
46106659,37,Eclipsing Binaries,0.98233426
167482228,38,Eclipsing Binaries,0.98231792
270428717,31,Eclipsing Binaries,0.98230529
46106659,35,Eclipsing Binaries,0.982302487
441593360,53,Eclipsing Binaries,0.98229581
160967216,38,Eclipsing Binaries,0.9822827
438706259,38,Eclipsing Binaries,0.9822771
176085795,34,Eclipsing Binaries,0.98227584
103680444,37,Eclipsing Binaries,0.98227108
452719311,55,Eclipsing Binaries,0.98226464
33527096,30,Eclipsing Binaries,0.98225969
58761911,37,Eclipsing Binaries,0.98224133
171853918,45,Eclipsing Binaries,0.98223579
382158603,33,Eclipsing Binaries,0.98222739
28261901,50,Eclipsing Binaries,0.98221028
36840831,35,Eclipsing Binaries,0.98220509
219346938,33,Eclipsing Binaries,0.9821927
157260698,47,Eclipsing Binaries,0.98219234
259168350,41,Eclipsing Binaries,0.98218197
386061560,34,Eclipsing Binaries,0.98216796
361469226,39,Eclipsing Binaries,0.98216301
308912959,45,Eclipsing Binaries,0.982158601
66646431,31,Eclipsing Binaries,0.9821561
201251813,29,Eclipsing Binaries,0.98211265
100234224,55,Eclipsing Binaries,0.98211217
8444713,51,Eclipsing Binaries,0.98210162
35676085,38,Eclipsing Binaries,0.98210013
410451083,27,Eclipsing Binaries,0.98209053
335745221,41,Eclipsing Binaries,0.98207283
230376136,53,Eclipsing Binaries,0.98207206
393831507,49,Eclipsing Binaries,0.98206675
466003005,38,Eclipsing Binaries,0.98205972
159339947,52,Eclipsing Binaries,0.9820531
389726441,28,Eclipsing Binaries,0.98204398
259168350,40,Eclipsing Binaries,0.98203903
313058663,40,Eclipsing Binaries,0.9820385
17434,38,Eclipsing Binaries,0.9820385
99834717,47,Eclipsing Binaries,0.9820379
149473467,34,Eclipsing Binaries,0.98202753
286826161,55,Eclipsing Binaries,0.98202562
209407002,31,Eclipsing Binaries,0.98201907
309582191,39,Eclipsing Binaries,0.9820165
243017255,44,Eclipsing Binaries,0.98200619
385703414,37,Eclipsing Binaries,0.98199409
259168350,47,Eclipsing Binaries,0.98199099
270428717,34,Eclipsing Binaries,0.98198867
377307150,55,Eclipsing Binaries,0.98198479
230376136,55,Eclipsing Binaries,0.98198342
192539580,35,Eclipsing Binaries,0.98197412
460957057,38,Eclipsing Binaries,0.98197353
120073413,37,Eclipsing Binaries,0.98197228
267605474,34,Eclipsing Binaries,0.9819665
132088253,35,Eclipsing Binaries,0.98195189
99938044,48,Eclipsing Binaries,0.98194271
15784358,55,Eclipsing Binaries,0.9819386
409120988,42,Eclipsing Binaries,0.981907904
276302179,38,Eclipsing Binaries,0.98189527
457921140,51,Eclipsing Binaries,0.98189396
388012501,44,Eclipsing Binaries,0.98188639
306630834,28,Eclipsing Binaries,0.98185802
302264879,46,Eclipsing Binaries,0.98184639
124691209,33,Eclipsing Binaries,0.98184562
306630834,37,Eclipsing Binaries,0.98184365
149473467,28,Eclipsing Binaries,0.98183906
264871406,27,Eclipsing Binaries,0.9818365
29537965,54,Eclipsing Binaries,0.98183501
201251813,28,Eclipsing Binaries,0.98183501
304030311,38,Eclipsing Binaries,0.98183286
230376136,54,Eclipsing Binaries,0.98182482
149473467,30,Eclipsing Binaries,0.98182297
173004953,48,Eclipsing Binaries,0.98181605
153972241,41,Eclipsing Binaries,0.98181343
429139380,54,Eclipsing Binaries,0.98180884
269718665,27,Eclipsing Binaries,0.98180759
135521610,53,Eclipsing Binaries,0.98179698
149473467,29,Eclipsing Binaries,0.98179632
452734608,37,Eclipsing Binaries,0.98178792
230376136,50,Eclipsing Binaries,0.98177826
385703414,35,Eclipsing Binaries,0.98177046
469753635,27,Eclipsing Binaries,0.98176932
242466305,38,Eclipsing Binaries,0.98176599
222235243,39,Eclipsing Binaries,0.98176068
376789631,52,Eclipsing Binaries,0.98176056
341069187,55,Eclipsing Binaries,0.98175806
140580579,33,Eclipsing Binaries,0.98174506
339944586,53,Eclipsing Binaries,0.98174322
33393348,35,Eclipsing Binaries,0.98173702
308912959,44,Eclipsing Binaries,0.98173428
76528780,39,Eclipsing Binaries,0.98172539
277995171,41,Eclipsing Binaries,0.98172277
167039082,33,Eclipsing Binaries,0.98171645
313058663,47,Eclipsing Binaries,0.98171079
377083396,40,Eclipsing Binaries,0.98170644
175344479,35,Eclipsing Binaries,0.98170429
33840782,32,Eclipsing Binaries,0.98170036
353049875,55,Eclipsing Binaries,0.981697023
33715938,30,Eclipsing Binaries,0.9816938
